Id,SalePrice
269,130084.99902717625
270,135148.0449647571
271,213822.59611636546
272,157744.59174667177
273,213822.59611636546
274,191240.17880084092
275,146346.00201690497
276,130084.99902717625
277,218874.06194357132
278,136687.3157700454
279,346146.52123230434
280,145169.13541338904
281,213822.59611636546
282,213822.59611636546
283,213822.59611636546
284,218874.06194357132
285,218874.06194357132
286,213822.59611636546
287,130084.99902717625
288,130084.99902717625
289,130084.99902717625
290,130084.99902717625
291,213822.59611636546
292,130084.99902717625
293,140064.26711449717
294,197842.49554371007
295,191240.17880084092
296,146346.00201690497
297,136687.3157700454
298,213822.59611636546
299,130084.99902717625
300,151771.45215625822
301,151771.45215625822
302,213822.59611636546
303,218874.06194357132
304,130084.99902717625
305,223609.73095489424
306,346146.52123230434
307,213822.59611636546
308,130084.99902717625
309,130084.99902717625
310,346146.52123230434
311,213822.59611636546
312,130084.99902717625
313,130084.99902717625
314,197842.49554371007
315,130084.99902717625
316,213822.59611636546
317,151771.45215625822
318,213822.59611636546
319,213822.59611636546
320,197842.49554371007
321,213822.59611636546
322,213822.59611636546
323,214846.24827535436
324,145169.13541338904
325,191240.17880084092
326,130084.99902717625
327,346146.52123230434
328,151142.2750038026
329,191240.17880084092
330,130084.99902717625
331,191240.17880084092
332,130084.99902717625
333,218874.06194357132
334,213822.59611636546
335,213822.59611636546
336,197842.49554371007
337,346146.52123230434
338,218874.06194357132
339,201528.04220015608
340,145169.13541338904
341,213822.59611636546
342,130084.99902717625
343,130084.99902717625
344,257544.14880808146
345,130084.99902717625
346,130084.99902717625
347,130084.99902717625
348,197842.49554371007
349,213822.59611636546
350,346146.52123230434
351,346146.52123230434
352,214846.24827535436
353,130084.99902717625
354,130084.99902717625
355,145169.13541338904
356,213822.59611636546
357,213822.59611636546
358,140064.26711449717
359,145169.13541338904
360,213822.59611636546
361,130084.99902717625
362,130084.99902717625
363,213822.59611636546
364,130084.99902717625
365,136687.3157700454
366,130084.99902717625
367,151142.2750038026
368,179124.49592912197
369,145169.13541338904
370,145169.13541338904
371,213822.59611636546
372,141750.3617076263
373,146346.00201690497
374,145169.13541338904
375,213822.59611636546
376,130084.99902717625
377,213822.59611636546
378,244641.29735475552
379,346146.52123230434
380,213822.59611636546
381,130084.99902717625
382,213822.59611636546
383,213822.59611636546
384,130084.99902717625
385,213822.59611636546
386,213822.59611636546
387,130084.99902717625
388,135148.0449647571
389,218874.06194357132
390,346146.52123230434
391,130084.99902717625
392,213822.59611636546
393,130084.99902717625
394,130084.99902717625
395,130084.99902717625
396,140064.26711449717
397,130084.99902717625
398,130084.99902717625
399,130084.99902717625
400,213822.59611636546
401,213822.59611636546
402,213822.59611636546
403,130084.99902717625
404,213822.59611636546
405,213822.59611636546
406,191240.17880084092
407,145169.13541338904
408,136687.3157700454
409,213822.59611636546
410,213822.59611636546
411,145169.13541338904
412,136687.3157700454
413,218874.06194357132
414,130084.99902717625
415,213822.59611636546
416,213822.59611636546
417,130084.99902717625
418,157744.59174667177
419,130084.99902717625
420,130084.99902717625
421,213822.59611636546
422,197842.49554371007
423,136687.3157700454
424,218874.06194357132
425,145169.13541338904
426,130084.99902717625
427,218874.06194357132
428,130084.99902717625
429,213822.59611636546
430,213822.59611636546
431,130084.99902717625
432,130084.99902717625
433,130084.99902717625
434,213822.59611636546
435,130084.99902717625
436,213822.59611636546
437,130084.99902717625
438,130084.99902717625
439,130084.99902717625
440,130084.99902717625
441,346146.52123230434
442,179124.49592912197
443,135148.0449647571
444,213822.59611636546
445,213822.59611636546
446,191240.17880084092
447,197842.49554371007
448,213822.59611636546
449,130084.99902717625
450,130084.99902717625
451,130084.99902717625
452,197842.49554371007
453,213822.59611636546
454,213822.59611636546
455,191240.17880084092
456,145169.13541338904
457,130084.99902717625
458,197842.49554371007
459,130084.99902717625
460,130084.99902717625
461,213822.59611636546
462,130084.99902717625
463,130084.99902717625
464,130084.99902717625
465,130084.99902717625
466,213822.59611636546
467,145169.13541338904
468,130084.99902717625
469,218874.06194357132
470,213822.59611636546
471,207183.18427202274
472,145169.13541338904
473,213822.59611636546
474,346146.52123230434
475,218874.06194357132
476,130084.99902717625
477,218874.06194357132
478,346146.52123230434
479,346146.52123230434
480,135148.0449647571
481,346146.52123230434
482,346146.52123230434
483,130084.99902717625
484,213822.59611636546
485,130084.99902717625
486,135148.0449647571
487,130084.99902717625
488,191240.17880084092
489,191240.17880084092
490,130084.99902717625
491,130084.99902717625
492,130084.99902717625
493,213822.59611636546
494,145169.13541338904
495,130084.99902717625
496,130084.99902717625
497,371913.75664348854
498,135148.0449647571
499,130084.99902717625
500,130084.99902717625
501,130084.99902717625
502,213822.59611636546
503,145169.13541338904
504,197842.49554371007
505,130084.99902717625
506,130084.99902717625
507,213822.59611636546
508,213822.59611636546
509,130084.99902717625
510,130084.99902717625
511,157744.59174667177
512,213822.59611636546
513,130084.99902717625
514,146346.00201690497
515,130084.99902717625
516,346146.52123230434
517,151142.2750038026
518,213822.59611636546
519,213822.59611636546
520,145169.13541338904
521,130084.99902717625
522,145169.13541338904
523,130084.99902717625
524,371913.75664348854
525,213822.59611636546
526,213822.59611636546
527,136687.3157700454
528,218874.06194357132
529,130084.99902717625
530,223609.73095489424
531,218874.06194357132
532,130084.99902717625
533,130084.99902717625
534,130084.99902717625
535,213822.59611636546
536,130084.99902717625
537,213822.59611636546
538,130084.99902717625
539,145169.13541338904
540,218874.06194357132
541,346146.52123230434
542,213822.59611636546
543,232067.86288970424
544,213822.59611636546
545,213822.59611636546
546,213822.59611636546
547,130084.99902717625
548,130084.99902717625
549,130084.99902717625
550,213822.59611636546
551,130084.99902717625
552,130084.99902717625
553,346146.52123230434
554,135148.0449647571
555,213822.59611636546
556,130084.99902717625
557,136687.3157700454
558,130084.99902717625
559,213822.59611636546
560,218874.06194357132
561,151142.2750038026
562,151142.2750038026
563,136687.3157700454
564,151771.45215625822
565,213822.59611636546
566,130084.99902717625
567,213822.59611636546
568,218874.06194357132
569,201528.04220015608
570,130084.99902717625
571,197842.49554371007
572,130084.99902717625
573,213822.59611636546
574,213822.59611636546
575,130084.99902717625
576,130084.99902717625
577,130084.99902717625
578,145169.13541338904
579,213822.59611636546
580,130084.99902717625
581,185726.81267199112
582,346146.52123230434
583,213822.59611636546
584,223609.73095489424
585,130084.99902717625
586,346146.52123230434
587,130084.99902717625
588,146346.00201690497
589,197842.49554371007
590,130084.99902717625
591,213822.59611636546
592,346146.52123230434
593,146346.00201690497
594,213822.59611636546
595,130084.99902717625
596,346146.52123230434
597,130084.99902717625
598,213822.59611636546
599,197842.49554371007
600,130084.99902717625
601,213822.59611636546
602,130084.99902717625
603,213822.59611636546
604,213822.59611636546
605,218874.06194357132
606,151771.45215625822
607,213822.59611636546
608,135148.0449647571
609,191240.17880084092
610,130084.99902717625
611,218874.06194357132
612,130084.99902717625
613,213822.59611636546
614,213822.59611636546
615,130084.99902717625
616,130084.99902717625
617,213822.59611636546
618,130084.99902717625
619,346146.52123230434
620,218874.06194357132
621,130084.99902717625
622,191240.17880084092
623,130084.99902717625
624,213822.59611636546
625,130084.99902717625
626,135148.0449647571
627,151142.2750038026
628,191240.17880084092
629,130084.99902717625
630,145169.13541338904
631,130084.99902717625
632,218874.06194357132
633,151142.2750038026
634,130084.99902717625
635,130084.99902717625
636,179124.49592912197
637,130084.99902717625
638,130084.99902717625
639,130084.99902717625
640,218874.06194357132
641,218874.06194357132
642,213822.59611636546
643,197842.49554371007
644,130084.99902717625
645,346146.52123230434
646,130084.99902717625
647,130084.99902717625
648,130084.99902717625
649,130084.99902717625
650,130084.99902717625
651,213822.59611636546
652,130084.99902717625
653,213822.59611636546
654,130084.99902717625
655,346146.52123230434
656,130084.99902717625
657,130084.99902717625
658,130084.99902717625
659,136687.3157700454
660,191240.17880084092
661,140064.26711449717
662,286135.9184633995
663,157744.59174667177
664,145169.13541338904
665,346146.52123230434
666,218874.06194357132
667,197842.49554371007
668,232067.86288970424
669,185726.81267199112
670,145169.13541338904
671,213822.59611636546
672,130084.99902717625
673,145169.13541338904
674,197842.49554371007
675,135148.0449647571
676,130084.99902717625
677,130084.99902717625
678,130084.99902717625
679,346146.52123230434
680,130084.99902717625
681,130084.99902717625
682,130084.99902717625
683,213822.59611636546
684,218874.06194357132
685,213822.59611636546
686,161430.1384031178
687,213822.59611636546
688,213822.59611636546
689,213822.59611636546
690,213822.59611636546
691,213822.59611636546
692,371913.75664348854
693,213822.59611636546
694,130084.99902717625
695,130084.99902717625
696,213822.59611636546
697,130084.99902717625
698,140064.26711449717
699,130084.99902717625
700,213822.59611636546
701,346146.52123230434
702,145169.13541338904
703,213822.59611636546
704,130084.99902717625
705,218874.06194357132
706,130084.99902717625
707,197842.49554371007
708,213822.59611636546
709,213822.59611636546
710,130084.99902717625
711,130084.99902717625
712,130084.99902717625
713,213822.59611636546
714,130084.99902717625
715,136687.3157700454
716,145169.13541338904
717,191240.17880084092
718,145169.13541338904
719,213822.59611636546
720,130084.99902717625
721,264804.0462486267
722,213822.59611636546
723,130084.99902717625
724,130084.99902717625
725,346146.52123230434
726,130084.99902717625
727,232067.86288970424
728,213822.59611636546
729,191240.17880084092
730,130084.99902717625
731,218874.06194357132
732,213822.59611636546
733,213822.59611636546
734,140064.26711449717
735,130084.99902717625
736,130084.99902717625
737,130084.99902717625
738,213822.59611636546
739,213822.59611636546
740,213822.59611636546
741,130084.99902717625
742,130084.99902717625
743,213822.59611636546
744,191240.17880084092
745,213822.59611636546
746,145169.13541338904
747,213822.59611636546
748,145169.13541338904
749,346146.52123230434
750,130084.99902717625
751,130084.99902717625
752,213822.59611636546
753,218874.06194357132
754,213822.59611636546
755,130084.99902717625
756,213822.59611636546
757,213822.59611636546
758,130084.99902717625
759,213822.59611636546
760,213822.59611636546
761,130084.99902717625
762,145169.13541338904
763,213822.59611636546
764,213822.59611636546
765,218874.06194357132
766,218874.06194357132
767,213822.59611636546
768,130084.99902717625
769,346146.52123230434
770,371913.75664348854
771,146346.00201690497
772,145169.13541338904
773,135148.0449647571
774,130084.99902717625
775,346146.52123230434
776,213822.59611636546
777,218874.06194357132
778,136687.3157700454
779,191240.17880084092
780,130084.99902717625
781,213822.59611636546
782,213822.59611636546
783,213822.59611636546
784,135148.0449647571
785,130084.99902717625
786,145169.13541338904
787,130084.99902717625
788,213822.59611636546
789,130084.99902717625
790,130084.99902717625
791,213822.59611636546
792,130084.99902717625
793,213822.59611636546
794,218874.06194357132
795,213822.59611636546
796,130084.99902717625
797,145169.13541338904
798,130084.99902717625
799,371913.75664348854
800,130084.99902717625
801,213822.59611636546
802,145169.13541338904
803,213822.59611636546
804,371913.75664348854
805,135148.0449647571
806,213822.59611636546
807,130084.99902717625
808,136687.3157700454
809,136687.3157700454
810,130084.99902717625
811,145169.13541338904
812,213822.59611636546
813,130084.99902717625
814,179124.49592912197
815,130084.99902717625
816,218874.06194357132
817,130084.99902717625
818,286135.9184633995
819,130084.99902717625
820,213822.59611636546
821,213822.59611636546
822,130084.99902717625
823,213822.59611636546
824,130084.99902717625
825,218874.06194357132
826,346146.52123230434
827,130084.99902717625
828,213822.59611636546
829,151771.45215625822
830,213822.59611636546
831,151142.2750038026
832,213822.59611636546
833,213822.59611636546
834,191240.17880084092
835,140064.26711449717
836,130084.99902717625
837,191240.17880084092
838,130084.99902717625
839,213822.59611636546
840,130084.99902717625
841,130084.99902717625
842,130084.99902717625
843,145169.13541338904
844,191240.17880084092
845,130084.99902717625
846,197842.49554371007
847,213822.59611636546
848,136687.3157700454
849,151771.45215625822
850,130084.99902717625
851,213822.59611636546
852,218874.06194357132
853,130084.99902717625
854,191240.17880084092
855,197842.49554371007
856,130084.99902717625
857,130084.99902717625
858,213822.59611636546
859,151142.2750038026
860,191240.17880084092
861,130084.99902717625
862,130084.99902717625
863,151409.04795448584
864,140064.26711449717
865,213822.59611636546
866,130084.99902717625
867,218874.06194357132
868,135148.0449647571
869,197842.49554371007
870,213822.59611636546
871,130084.99902717625
872,213822.59611636546
873,130084.99902717625
874,130084.99902717625
875,130084.99902717625
876,213822.59611636546
877,136687.3157700454
878,218874.06194357132
879,145169.13541338904
880,130084.99902717625
881,213822.59611636546
882,213822.59611636546
883,213822.59611636546
884,130084.99902717625
885,130084.99902717625
886,346146.52123230434
887,191240.17880084092
888,136687.3157700454
889,197842.49554371007
890,191240.17880084092
891,130084.99902717625
892,130084.99902717625
893,130084.99902717625
894,157744.59174667177
895,191240.17880084092
896,130084.99902717625
897,130084.99902717625
898,135148.0449647571
899,346146.52123230434
900,145169.13541338904
901,130084.99902717625
902,145169.13541338904
903,213822.59611636546
904,218874.06194357132
905,130084.99902717625
906,130084.99902717625
907,218874.06194357132
908,130084.99902717625
909,146346.00201690497
910,213822.59611636546
911,135148.0449647571
912,145169.13541338904
913,130084.99902717625
914,130084.99902717625
915,213822.59611636546
916,130084.99902717625
917,130084.99902717625
918,151771.45215625822
919,213822.59611636546
920,151142.2750038026
921,213822.59611636546
922,145169.13541338904
923,213822.59611636546
924,218874.06194357132
925,191240.17880084092
926,141750.3617076263
927,213822.59611636546
928,135148.0449647571
929,346146.52123230434
930,213822.59611636546
931,218874.06194357132
932,130084.99902717625
933,346146.52123230434
934,218874.06194357132
935,197842.49554371007
936,130084.99902717625
937,213822.59611636546
938,213822.59611636546
939,213822.59611636546
940,151771.45215625822
941,191240.17880084092
942,213822.59611636546
943,179124.49592912197
944,197842.49554371007
945,151771.45215625822
946,145169.13541338904
947,140064.26711449717
948,218874.06194357132
949,213822.59611636546
950,151142.2750038026
951,130084.99902717625
952,130084.99902717625
953,130084.99902717625
954,145169.13541338904
955,130084.99902717625
956,130084.99902717625
957,130084.99902717625
958,130084.99902717625
959,213822.59611636546
960,213822.59611636546
961,130084.99902717625
962,191240.17880084092
963,130084.99902717625
964,346146.52123230434
965,213822.59611636546
966,213822.59611636546
967,130084.99902717625
968,135148.0449647571
969,130084.99902717625
970,130084.99902717625
971,130084.99902717625
972,213822.59611636546
973,130084.99902717625
974,213822.59611636546
975,135148.0449647571
976,213822.59611636546
977,130084.99902717625
978,213822.59611636546
979,130084.99902717625
980,135148.0449647571
981,130084.99902717625
982,213822.59611636546
983,213822.59611636546
984,213822.59611636546
985,145169.13541338904
986,145169.13541338904
987,130084.99902717625
988,346146.52123230434
989,135148.0449647571
990,213822.59611636546
991,213822.59611636546
992,136687.3157700454
993,130084.99902717625
994,213822.59611636546
995,346146.52123230434
996,130084.99902717625
997,130084.99902717625
998,179124.49592912197
999,130084.99902717625
1000,213822.59611636546
1001,130084.99902717625
1002,130084.99902717625
1003,218874.06194357132
1004,191240.17880084092
1005,218874.06194357132
1006,130084.99902717625
1007,191240.17880084092
1008,130084.99902717625
1009,346146.52123230434
1010,130084.99902717625
1011,136687.3157700454
1012,191240.17880084092
1013,130084.99902717625
1014,130084.99902717625
1015,130084.99902717625
1016,213822.59611636546
1017,218874.06194357132
1018,161430.1384031178
1019,213822.59611636546
1020,218874.06194357132
1021,213822.59611636546
1022,213822.59611636546
1023,130084.99902717625
1024,218874.06194357132
1025,197842.49554371007
1026,130084.99902717625
1027,145169.13541338904
1028,218874.06194357132
1029,130084.99902717625
1030,130084.99902717625
1031,130084.99902717625
1032,197842.49554371007
1033,213822.59611636546
1034,218874.06194357132
1035,130084.99902717625
1036,130084.99902717625
1037,218874.06194357132
1038,213822.59611636546
1039,130084.99902717625
1040,130084.99902717625
1041,197842.49554371007
1042,130084.99902717625
1043,213822.59611636546
1044,218874.06194357132
1045,229760.3868934377
1046,197842.49554371007
1047,371913.75664348854
1048,213822.59611636546
1049,197842.49554371007
1050,130084.99902717625
1051,213822.59611636546
1052,213822.59611636546
1053,135148.0449647571
1054,191240.17880084092
1055,213822.59611636546
1056,191240.17880084092
1057,213822.59611636546
1058,213822.59611636546
1059,213822.59611636546
1060,135148.0449647571
1061,213822.59611636546
1062,136687.3157700454
1063,157744.59174667177
1064,135148.0449647571
1065,145169.13541338904
1066,213822.59611636546
1067,213822.59611636546
1068,130084.99902717625
1069,145169.13541338904
1070,130084.99902717625
1071,130084.99902717625
1072,130084.99902717625
1073,130084.99902717625
1074,130084.99902717625
1075,213822.59611636546
1076,136687.3157700454
1077,135148.0449647571
1078,141750.3617076263
1079,213822.59611636546
1080,213822.59611636546
1081,145169.13541338904
1082,130084.99902717625
1083,218874.06194357132
1084,145169.13541338904
1085,213822.59611636546
1086,213822.59611636546
1087,130084.99902717625
1088,213822.59611636546
1089,213822.59611636546
1090,213822.59611636546
1091,130084.99902717625
1092,213822.59611636546
1093,151142.2750038026
1094,145169.13541338904
1095,130084.99902717625
1096,213822.59611636546
1097,130084.99902717625
1098,204689.9141492566
1099,130084.99902717625
1100,191240.17880084092
1101,130084.99902717625
1102,130084.99902717625
1103,135148.0449647571
1104,145169.13541338904
1105,130084.99902717625
1106,218874.06194357132
1107,213822.59611636546
1108,213822.59611636546
1109,213822.59611636546
1110,346146.52123230434
1111,213822.59611636546
1112,135148.0449647571
1113,130084.99902717625
1114,130084.99902717625
1115,130084.99902717625
1116,346146.52123230434
1117,213822.59611636546
1118,130084.99902717625
1119,136687.3157700454
1120,130084.99902717625
1121,130084.99902717625
1122,218874.06194357132
1123,130084.99902717625
1124,130084.99902717625
1125,213822.59611636546
1126,130084.99902717625
1127,218874.06194357132
1128,218874.06194357132
1129,213822.59611636546
1130,130084.99902717625
1131,145169.13541338904
1132,213822.59611636546
1133,145169.13541338904
1134,213822.59611636546
1135,213822.59611636546
1136,130084.99902717625
1137,130084.99902717625
1138,130084.99902717625
1139,191240.17880084092
1140,145169.13541338904
1141,130084.99902717625
1142,130084.99902717625
1143,244641.29735475552
1144,130084.99902717625
1145,130084.99902717625
1146,130084.99902717625
1147,173713.48569892303
1148,130084.99902717625
1149,130084.99902717625
1150,130084.99902717625
1151,130084.99902717625
1152,197842.49554371007
1153,197842.49554371007
1154,130084.99902717625
1155,136687.3157700454
1156,179124.49592912197
1157,145169.13541338904
1158,213822.59611636546
1159,218874.06194357132
1160,130084.99902717625
1161,130084.99902717625
1162,197842.49554371007
1163,130084.99902717625
1164,145169.13541338904
1165,185726.81267199112
1166,218874.06194357132
1167,346146.52123230434
1168,213822.59611636546
1169,151771.45215625822
1170,371913.75664348854
1171,135148.0449647571
1172,145169.13541338904
1173,213822.59611636546
1174,223609.73095489424
1175,151771.45215625822
1176,346146.52123230434
1177,146346.00201690497
1178,130084.99902717625
1179,130084.99902717625
1180,135148.0449647571
1181,213822.59611636546
1182,218874.06194357132
1183,371913.75664348854
1184,135148.0449647571
1185,197842.49554371007
1186,130084.99902717625
1187,130084.99902717625
1188,218874.06194357132
1189,213822.59611636546
1190,213822.59611636546
1191,197842.49554371007
1192,213822.59611636546
1193,130084.99902717625
1194,213822.59611636546
1195,130084.99902717625
1196,213822.59611636546
1197,213822.59611636546
1198,130084.99902717625
1199,213822.59611636546
1200,151142.2750038026
1201,130084.99902717625
1202,213822.59611636546
1203,130084.99902717625
1204,218874.06194357132
1205,130084.99902717625
1206,346146.52123230434
1207,130084.99902717625
1208,346146.52123230434
1209,145169.13541338904
1210,218874.06194357132
1211,213822.59611636546
1212,213822.59611636546
1213,130084.99902717625
1214,130084.99902717625
1215,130084.99902717625
1216,130084.99902717625
1217,145169.13541338904
1218,213822.59611636546
1219,130084.99902717625
1220,130084.99902717625
1221,130084.99902717625
1222,145169.13541338904
1223,145169.13541338904
1224,191240.17880084092
1225,213822.59611636546
1226,140064.26711449717
1227,213822.59611636546
1228,130084.99902717625
1229,346146.52123230434
1230,191240.17880084092
1231,157744.59174667177
1232,145169.13541338904
1233,145169.13541338904
1234,145169.13541338904
1235,130084.99902717625
1236,136687.3157700454
1237,213822.59611636546
1238,213822.59611636546
1239,213822.59611636546
1240,218874.06194357132
1241,213822.59611636546
1242,286135.9184633995
1243,145169.13541338904
1244,346146.52123230434
1245,130084.99902717625
1246,156325.2701042259
1247,213822.59611636546
1248,130084.99902717625
1249,135148.0449647571
1250,130084.99902717625
1251,191240.17880084092
1252,213822.59611636546
1253,130084.99902717625
1254,197842.49554371007
1255,213822.59611636546
1256,130084.99902717625
1257,346146.52123230434
1258,130084.99902717625
1259,213822.59611636546
1260,130084.99902717625
1261,213822.59611636546
1262,130084.99902717625
1263,135148.0449647571
1264,136687.3157700454
1265,213822.59611636546
1266,213822.59611636546
1267,130084.99902717625
1268,346146.52123230434
1269,223609.73095489424
1270,130084.99902717625
1271,151771.45215625822
1272,191240.17880084092
1273,136687.3157700454
1274,151142.2750038026
1275,130084.99902717625
1276,130084.99902717625
1277,130084.99902717625
1278,197842.49554371007
1279,213822.59611636546
1280,130084.99902717625
1281,218874.06194357132
1282,213822.59611636546
1283,130084.99902717625
1284,130084.99902717625
1285,191240.17880084092
1286,130084.99902717625
1287,145169.13541338904
1288,197842.49554371007
1289,218874.06194357132
1290,213822.59611636546
1291,151771.45215625822
1292,130084.99902717625
1293,151142.2750038026
1294,130084.99902717625
1295,130084.99902717625
1296,130084.99902717625
1297,135148.0449647571
1298,213822.59611636546
1299,346146.52123230434
1300,145169.13541338904
1301,213822.59611636546
1302,130084.99902717625
1303,213822.59611636546
1304,218874.06194357132
1305,213822.59611636546
1306,218874.06194357132
1307,213822.59611636546
1308,213822.59611636546
1309,135148.0449647571
1310,213822.59611636546
1311,197842.49554371007
1312,213822.59611636546
1313,218874.06194357132
1314,213822.59611636546
1315,130084.99902717625
1316,130084.99902717625
1317,218874.06194357132
1318,213822.59611636546
1319,346146.52123230434
1320,130084.99902717625
1321,191240.17880084092
1322,130084.99902717625
1323,213822.59611636546
1324,130084.99902717625
1325,346146.52123230434
1326,130084.99902717625
1327,130084.99902717625
1328,146346.00201690497
1329,191240.17880084092
1330,213822.59611636546
1331,218874.06194357132
1332,130084.99902717625
1333,130084.99902717625
1334,130084.99902717625
1335,130084.99902717625
1336,145169.13541338904
1337,191240.17880084092
1338,130084.99902717625
1339,213822.59611636546
1340,130084.99902717625
1341,130084.99902717625
1342,213822.59611636546
1343,213822.59611636546
1344,145169.13541338904
1345,213822.59611636546
1346,130084.99902717625
1347,197842.49554371007
1348,346146.52123230434
1349,218874.06194357132
1350,130084.99902717625
1351,145169.13541338904
1352,130084.99902717625
1353,130084.99902717625
1354,346146.52123230434
1355,213822.59611636546
1356,145169.13541338904
1357,130084.99902717625
1358,130084.99902717625
1359,213822.59611636546
1360,346146.52123230434
1361,130084.99902717625
